movieId,userId,genres,title,tag,timestamp,rating
78,1,Action|Crime|Drama|Thriller,"Crossing Guard, The (1995)",Pixar,964981827,5
79,1,Drama|Thriller,"Juror, The (1996)",sequel,964983737,5
80,1,Children|Drama,"White Balloon, The (Badkonake sefid) (1995)",Tom Hanks,964983250,4
81,1,Crime|Drama|Romance,Things to Do in Denver When You're Dead (1995),ancient Rome,964980499,5
82,1,Comedy|Drama,Antonia's Line (Antonia) (1995),Epic,964982951,5
83,1,Drama|Romance,Once Upon a Time... When We Were Colored (1995),history,964981855,4
85,1,Drama|Romance,Angels and Insects (1995),imdb top 250,964983393,2
86,1,Action|Adventure|Drama,White Squall (1996),revenge,964981909,5
87,1,Children|Comedy,Dunston Checks In (1996),Rome,964981909,5
88,1,Comedy,Black Sheep (1996),Russell Crowe,964984018,5
89,1,Action|Thriller,Nick of Time (1995),Ed Harris,964983618,5
92,1,Drama|Horror|Thriller,Mary Reilly (1996),Jude Law,964983723,5
93,1,Comedy|Horror|Romance,Vampire in Brooklyn (1995),Rachel Weisz,964981442,5
94,1,Comedy|Drama|Romance,Beautiful Girls (1996),sniper,964983414,3
95,1,Action|Adventure|Thriller,Broken Arrow (1996),World War II,964983599,4
96,1,Comedy|Drama,In the Bleak Midwinter (1995),Al Pacino,964983705,5
97,1,Crime|Drama,"Hate (Haine, La) (1995)",atmospheric,964982290,5
99,1,Documentary,Heidi Fleiss: Hollywood Madam (1995),Hilary Swank,964983414,5
100,1,Drama|Thriller,City Hall (1996),Robin Williams,964982703,5
101,1,Adventure|Comedy|Crime|Romance,Bottle Rocket (1996),sequel,964981909,5
102,1,Comedy,Mr. Wrong (1996),violent,964984086,5
103,1,Mystery|Sci-Fi|Thriller,Unforgettable (1996),dogs,964983393,4
104,1,Comedy,Happy Gilmore (1996),Eric Bana,964982653,3
105,1,Drama|Romance,"Bridges of Madison County, The (1995)",mad scientist,964983017,3
106,1,Comedy|Drama,Nobody Loves Me (Keiner liebt mich) (1994),marvel,964982310,3
107,1,Adventure|Children|Comedy|Musical,Muppet Treasure Island (1996),captain nemo,964984112,3
108,1,Documentary,Catwalk (1996),comic book,964980875,4
110,1,Action|Drama|War,Braveheart (1995),gothic,964980985,4
111,1,Crime|Drama|Thriller,Taxi Driver (1976),Peta Wilson,964981107,5
112,1,Action|Adventure|Comedy|Crime,Rumble in the Bronx (Hont faan kui) (1995),Sean Connery,964982620,4
113,1,Drama|Mystery,Before and After (1996),superhero,964982290,5
116,1,Documentary,Anne Frank Remembered (1995),adventure,964981125,3
117,1,Crime|Drama,"Young Poisoner's Handbook, The (1995)",Angelina Jolie,964982346,5
118,1,Comedy|Romance,If Lucy Fell (1996),heroine in tight suit,964982951,5
119,1,Comedy,"Steal Big, Steal Little (1995)",Adventure,964983056,4
121,1,Drama,"Boys of St. Vincent, The (1992)",ensemble cast,964983504,5
122,1,Comedy|Romance,Boomerang (1992),fantasy,964983536,3
123,1,Drama|Mystery|Romance,Chungking Express (Chung Hing sam lam) (1994),fantasy world,964982620,3
125,1,Comedy,Flirting With Disaster (1996),great soundtrack,964981125,5
126,1,Adventure|Children|Fantasy,"NeverEnding Story III, The (1994)",lord of the rings,964981230,4
128,1,Documentary,Jupiter's Wife (1994),scenic,964981404,4
129,1,Comedy|Romance,Pie in the Sky (1996),stylized,964983034,5
132,1,Thriller,Jade (1995),Tolkien,964983056,4
135,1,Comedy,Down Periscope (1996),hilarious,964981780,4
137,1,Documentary,Man of the Year (1995),Steve Carell,964981497,5
140,1,Drama|Romance,Up Close and Personal (1996),Will Ferrell,964982176,5
141,1,Comedy,"Birdcage, The (1996)",animation,964981710,4
144,1,Comedy,"Brothers McMullen, The (1995)",anime,964982211,4
145,1,Action|Comedy|Crime|Drama|Thriller,Bad Boys (1995),cyberpunk,964981710,5
146,1,Adventure|Children,"Amazing Panda Adventure, The (1995)",dark,964984176,4
147,1,Drama,"Basketball Diaries, The (1995)",Matrix,964980523,5
148,1,Drama,"Awfully Big Adventure, An (1995)",sci-fi,964981888,4
149,1,Crime|Drama|Thriller,Amateur (1994),dark comedy,964982903,5
150,1,Adventure|Drama|IMAX,Apollo 13 (1995),Jim Carrey,964982563,4
151,1,Action|Drama|Romance|War,Rob Roy (1995),meryl streep,964982791,5
152,1,Drama|Horror,"Addiction, The (1995)",quirky,964981747,4
153,1,Action|Adventure|Comedy|Crime,Batman Forever (1995),stylized,964982400,5
154,1,Drama,Beauty of the Day (Belle de jour) (1967),Adam Sandler,964982838,5
155,1,Adventure|Drama|War,Beyond Rangoon (1995),family,964982838,5
156,1,Comedy|Drama,Blue in the Face (1995),sweet,964981710,3
157,1,Comedy|War,Canadian Bacon (1995),British gangster,964982653,5
158,1,Adventure|Children,Casper (1995),confusing,964982838,4
159,1,Crime|Drama|Mystery,Clockers (1995),daniel craig,964982588,4
160,1,Action|Adventure|Mystery|Sci-Fi,Congo (1995),Exquisite plotting.,964981725,4
161,1,Drama|Thriller|War,Crimson Tide (1995),organized crime,964982529,5
162,1,Documentary,Crumb (1994),stylish,964982876,5
163,1,Action|Romance|Western,Desperado (1995),Tom Hardy,964982791,5
164,1,Crime|Film-Noir|Mystery|Thriller,Devil in a Blue Dress (1995),anime,964982791,5
165,1,Action|Crime|Thriller,Die Hard: With a Vengeance (1995),fantasy world,964982838,5
166,1,Comedy|Crime|Drama,"Doom Generation, The (1995)",Hayao Miyazaki,964981725,4
168,1,Action|Drama|Romance,First Knight (1995),Studio Ghibli,964981710,5
169,1,Adventure|Children|Drama,Free Willy 2: The Adventure Home (1995),David Thewlis,964981680,4
170,1,Action|Adventure|Crime|Thriller,Hackers (1995),Eva Green,964981710,4
171,1,Comedy|Drama,Jeffrey (1995),Liam Neeson,964981775,2
172,1,Action|Sci-Fi|Thriller,Johnny Mnemonic (1995),Orlando Bloom,964982989,4
173,1,Action|Crime|Sci-Fi,Judge Dredd (1995),Chris Evans,964982310,4
174,1,Comedy,Jury Duty (1995),comic book,964983664,5
175,1,Drama,Kids (1995),heroine in tight suit,964983263,5
176,1,Comedy,Living in Oblivion (1995),Jessica Alba,964983546,2
177,1,Horror,Lord of Illusions (1995),sexy female scientist,964983861,5
178,1,Comedy|Drama,Love & Human Remains (1993),superhero,964982462,4
179,1,Drama|Romance,Mad Love (1995),gothic,964983123,5
180,1,Comedy|Romance,Mallrats (1995),helena bonham carter,964983094,2
181,1,Action|Children,Mighty Morphin Power Rangers: The Movie (1995),Johnny Depp,964981093,5
183,1,Comedy|Horror|Thriller,Mute Witness (1994),Tim Burton,964982310,4
184,1,Drama,Nadja (1994),visually appealing,964982513,3
185,1,Action|Crime|Thriller,"Net, The (1995)",black comedy,964982242,5
186,1,Comedy|Romance,Nine Months (1995),clever,964982620,4
187,1,Comedy,Party Girl (1995),fast-paced dialogue,964983414,5
188,1,Fantasy|Horror|Mystery,"Prophecy, The (1995)",good dialogue,964982588,5
189,1,Comedy|Fantasy,Reckless (1995),Robert Downey Jr.,964984169,4
190,1,Thriller,Safe (1995),witty,965719662,4
191,1,Drama|Romance,"Scarlet Letter, The (1995)",adventure,964981278,5
193,1,Drama,Showgirls (1995),Audrey Tautou,964982328,3
194,1,Comedy|Drama,Smoke (1995),conspiracy theory,964982242,5
195,1,Comedy|Drama|Romance,Something to Talk About (1995),Mystery,964981265,5
196,1,Horror|Sci-Fi,Species (1995),Paris,964981888,5
198,1,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,Strange Days (1995),Tom Hanks,964983000,5
199,1,Drama|Musical|Romance,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",treasure hunt,964981144,5
201,1,Drama|Fantasy,Three Wishes (1995),Brad Pitt,964983080,4
202,1,Drama|Romance,Total Eclipse (1995),cate blanchett,964982588,2
203,1,Comedy,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",multiple storylines,964980523,4
204,1,Action,Under Siege 2: Dark Territory (1995),social commentary,964982377,4
205,1,Comedy|Drama,Unstrung Heroes (1995),Ben Stiller,964982620,5
206,1,Documentary,Unzipped (1995),Robin Williams,964983393,4
207,1,Drama|Romance,"Walk in the Clouds, A (1995)",emma thompson,964983414,4
208,1,Action|Adventure|Sci-Fi,Waterworld (1995),Maggie Gyllenhaal,964983393,5
209,1,Drama,White Man's Burden (1995),modern fantasy,964983426,3
210,1,Western,Wild Bill (1995),romance,964981855,5
211,1,Drama,"Browning Version, The (1994)",surreal,964980985,5
212,1,Adventure|Comedy|Crime|Mystery,Bushwhacked (1995),Will Ferrell,964983414,5
213,1,Drama,Burnt by the Sun (Utomlyonnye solntsem) (1994),Marion Cotillard,964982703,5
214,1,Drama|War,Before the Rain (Pred dozhdot) (1994),Africa,964981710,4
215,1,Drama|Romance,Before Sunrise (1995),corruption,964980523,4
216,1,Comedy,Billy Madison (1995),Jennifer Connelly,964980868,5
217,1,Drama|Thriller,"Babysitter, The (1995)",justice,964981680,5
218,1,Comedy|Drama,Boys on the Side (1995),Leonardo DiCaprio,964982703,5
219,1,Drama,"Cure, The (1995)",bad acting,964982290,4
220,1,Horror,Castle Freak (1995),bad jokes,964981872,5
222,1,Drama|Romance,Circle of Friends (1995),bad plot,964982176,5
223,1,Comedy,Clerks (1994),Chris Evans,964982191,5
224,1,Comedy|Drama|Romance,Don Juan DeMarco (1995),Jessica Alba,964981888,5
225,1,Drama|Thriller,Disclosure (1994),Marvel,964983282,5
227,1,Action|Thriller,Drop Zone (1994),sexy female scientist,964983034,4
228,1,Comedy,Destiny Turns on the Radio (1995),Rachel Weisz,964982495,5
229,1,Drama|Thriller,Death and the Maiden (1994),Ryan Reynolds,964982271,5
230,1,Drama|Thriller,Dolores Claiborne (1995),fantasy,964982242,5
231,1,Adventure|Comedy,Dumb & Dumber (Dumb and Dumber) (1994),lion,964980896,4
232,1,Comedy|Drama|Romance,Eat Drink Man Woman (Yin shi nan nu) (1994),narnia,964983762,5
233,1,Drama,Exotica (1994),Tilda Swinton,964982791,5
234,1,Comedy,Exit to Eden (1994),bad script,964981208,5
235,1,Comedy|Drama,Ed Wood (1994),Charlize Theron,964984086,5
236,1,Action|Comedy|Romance,French Kiss (1995),Will Smith,964981872,4
237,1,Comedy|Romance,Forget Paris (1995),Anne Hathaway,964983873,5
238,1,Adventure|Children,Far From Home: The Adventures of Yellow Dog (1995),Steve Carell,964982495,4
239,1,Animation|Children|Comedy|Romance,"Goofy Movie, A (1995)",comedy,964983504,1
240,1,Thriller,Hideaway (1995),funny,964981093,3
241,1,Children|Drama,Fluke (1995),will ferrell,964983108,3
242,1,Drama|Musical,Farinelli: il castrato (1994),comedy,964981107,5
243,1,Children|Comedy|Fantasy,Gordy (1995),James Franco,964983536,5
246,1,Documentary,Hoop Dreams (1994),Seth Rogen,964983484,5
247,1,Crime|Drama,Heavenly Creatures (1994),Stoner Movie,964981799,4
248,1,Comedy,Houseguest (1994),audience intelligence underestimated,964981799,4
249,1,Drama|Romance,Immortal Beloved (1994),boring,964982328,5
250,1,Children|Comedy,Heavyweights (Heavy Weights) (1995),chick flick,964984054,5
251,1,Action,"Hunted, The (1995)",overrated,964981144,5
252,1,Comedy|Romance,I.Q. (1994),Teen movie,964981725,4
253,1,Drama|Horror,Interview with the Vampire: The Vampire Chronicles (1994),Adrien Brody,964981775,4
254,1,Drama,Jefferson in Paris (1995),con artists,964982271,4
255,1,Comedy,"Jerky Boys, The (1995)",funny,964980668,5
256,1,Comedy|Sci-Fi,Junior (1994),interesting characters,964980683,4
257,1,Mystery|Thriller,Just Cause (1995),Mark Ruffalo,964982271,4
258,1,Adventure|Children|Comedy|Fantasy|Romance,"Kid in King Arthur's Court, A (1995)",Rachel Weisz,964981589,5
259,1,Crime|Drama|Thriller,Kiss of Death (1995),Bill Murray,964983737,5
260,1,Action|Adventure|Sci-Fi,Star Wars: Episode IV - A New Hope (1977),dark comedy,964981909,5
261,1,Drama,Little Women (1994),Emma Stone,964982363,5
262,1,Children|Drama,"Little Princess, A (1995)",funny,964982417,4
263,1,Drama,Ladybird Ladybird (1994),Jesse Eisenberg,964980694,4
265,1,Drama|Fantasy|Romance,Like Water for Chocolate (Como agua para chocolate) (1992),Woody Harrelson,964981855,5
266,1,Drama|Romance|War|Western,Legends of the Fall (1994),audience intelligence underestimated,964981220,4
267,1,Comedy,Major Payne (1995),CGI,964982903,4
269,1,Drama,My Crazy Life (Mi vida loca) (1993),cheesy,964984002,5
270,2,Drama|Romance,Love Affair (1994),comic book,1445714835,3
271,2,Drama,Losing Isaiah (1995),DC,1445715029,4
272,2,Comedy|Drama,"Madness of King George, The (1994)",DC Comics,1445715228,4.5
273,2,Drama|Horror|Sci-Fi,Mary Shelley's Frankenstein (Frankenstein) (1994),Ryan Reynolds,1445714885,4
274,2,Comedy,Man of the House (1995),space,1445714952,4
275,2,Comedy,Mixed Nuts (1994),superhero,1445714960,3.5
276,2,Comedy|Romance,Milk Money (1994),comedy,1445715013,4
277,2,Drama,Miracle on 34th Street (1994),funny,1445715064,4
278,2,Comedy,Miami Rhapsody (1995),happy ending,1445715141,4.5
279,2,Drama,My Family (1995),HOT actress,1445714980,5
280,2,Drama|Thriller,Murder in the First (1995),Justin Timberlake,1445715154,4.5
281,2,Comedy|Drama|Romance,Nobody's Fool (1994),Mila Kunis,1445714974,3
282,2,Drama,Nell (1994),New York City,1445714926,4
283,2,Crime|Drama,New Jersey Drive (1995),romance,1445714941,3
284,2,Action|Crime,New York Cop (Nyû Yôku no koppu) (1993),sex,1445714841,4
285,2,Drama|Horror,Beyond Bedlam (1993),Istanbul,1445715340,4.5
287,2,Comedy|Romance,Nina Takes a Lover (1994),Liam Neeson,1445715172,5
288,2,Action|Crime|Thriller,Natural Born Killers (1994),predictable,1445715166,4
289,2,Comedy|Romance,Only You (1994),Turkey,1445715189,5
290,2,Crime|Drama,Once Were Warriors (1994),unnecessary sequel,1445714891,3.5
291,2,Drama|Thriller,Poison Ivy II (1996),action,1445714938,2.5
292,2,Action|Drama|Sci-Fi|Thriller,Outbreak (1995),Christoph Waltz,1445714874,3.5
293,2,Action|Crime|Drama|Thriller,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),funny,1445714966,5
294,2,Comedy|Romance,"Perez Family, The (1995)",good soundtrack,1445715145,3
295,2,Comedy|Romance,"Pyromaniac's Love Story, A (1995)",Great performances,1445714882,4
296,2,Comedy|Crime|Drama|Thriller,Pulp Fiction (1994),Humour,1445715276,2
298,2,Drama,Pushing Hands (Tui shou) (1992),Leonardo DiCaprio,1445714854,3.5
299,2,Drama,Priest (1994),Quentin Tarantino,1445715272,5
300,2,Drama,Quiz Show (1994),Samuel L. Jackson,1445714851,5
301,3,Drama|Romance,Picture Bride (Bijo photo) (1994),Soundtrack,1306463578,0.5
302,3,Drama|Romance,"Queen Margot (Reine Margot, La) (1994)",western,1306464275,0.5
303,3,Action|Thriller|Western,"Quick and the Dead, The (1995)",Amy Adams,1306463619,0.5
304,3,Comedy|Drama,Roommates (1995),superhero,1306464228,0.5
305,3,Comedy,Ready to Wear (Pret-A-Porter) (1994),daniel radcliffe,1306463595,0.5
306,3,Drama,Three Colors: Red (Trois couleurs: Rouge) (1994),zoe kazan,1306463611,5
307,3,Drama,Three Colors: Blue (Trois couleurs: Bleu) (1993),comedy,1306463567,0.5
308,3,Comedy|Drama,Three Colors: White (Trzy kolory: Bialy) (1994),Steve Carell,1306463627,0.5
310,3,Comedy,Rent-a-Kid (1995),stupid but funny,1306464216,0.5
311,3,Horror|Thriller,Relative Fear (1994),will ferrell,1306463569,0.5
312,3,Comedy,Stuart Saves His Family (1995),anti-intellectual,1306463624,0.5
313,3,Animation|Children,"Swan Princess, The (1994)",bad writing,1306463323,3.5
314,3,Children|Drama|Fantasy|Mystery,"Secret of Roan Inish, The (1994)",dystopia,1306464189,0.5
315,3,Action|Drama|Thriller,"Specialist, The (1994)",new society,1306463561,3
316,3,Action|Adventure|Sci-Fi,Stargate (1994),plot holes,1306464003,4.5
317,3,Comedy|Drama|Fantasy,"Santa Clause, The (1994)",predictable,1306464175,0.5
318,3,Crime|Drama,"Shawshank Redemption, The (1994)",scifi,1306463572,0.5
319,3,Comedy|Drama|Thriller,Shallow Grave (1994),unintelligent,1306464261,0.5
320,3,Film-Noir|Thriller,Suture (1993),Charlize Theron,1306463559,2
321,3,Drama,Strawberry and Chocolate (Fresa y chocolate) (1993),Liam Neeson,1306463631,4
322,3,Comedy|Drama,Swimming with Sharks (1995),Seth MacFarlane,1306464293,0.5
324,3,Comedy|Drama,"Sum of Us, The (1994)",witty,1306463925,5
325,3,Comedy,National Lampoon's Senior Trip (1995),action,1306464054,4.5
326,3,Drama,To Live (Huozhe) (1994),dystopia,1306463638,0.5
327,3,Action|Comedy|Sci-Fi,Tank Girl (1995),plot holes,1306463603,5
328,3,Horror|Thriller,Tales from the Crypt Presents: Demon Knight (1995),post-apocalyptic,1306464245,0.5
329,3,Adventure|Drama|Sci-Fi,Star Trek: Generations (1994),survival,1306463770,5
330,3,Action|Crime|Horror,Tales from the Hood (1995),thriller,1306464284,0.5
331,3,Drama,Tom & Viv (1994),unexplained,1306463718,5
332,3,Horror|Sci-Fi,Village of the Damned (1995),weak plot,1306463708,5
333,3,Comedy,Tommy Boy (1995),dark hero,1306464021,4.5
334,3,Drama,Vanya on 42nd Street (1994),gun-fu,1306463825,5
335,3,Mystery|Thriller,Underneath (1995),Keanu Reeves,1306464204,0.5
336,3,Drama|War,"Walking Dead, The (1995)",Revenge,1306463670,5
337,3,Drama,What's Eating Gilbert Grape (1993),secret society,1306464036,4.5
338,3,Action|Sci-Fi|Thriller,Virtuosity (1995),stylish,1306463684,5
339,3,Comedy|Romance,While You Were Sleeping (1995),black comedy,1306463993,4.5
340,3,Adventure|Drama|War,"War, The (1994)",dark comedy,1306463815,5
341,3,Drama,Double Happiness (1994),dark humor,1306464164,0.5
342,4,Comedy,Muriel's Wedding (1994),ironic,986935199,3
343,4,Children,"Baby-Sitters Club, The (1995)",multiple short stories,945173447,2
344,4,Comedy,Ace Ventura: Pet Detective (1994),short stories,986935047,3
345,4,Comedy|Drama,"Adventures of Priscilla, Queen of the Desert, The (1994)",bromance,945173425,2
346,4,Drama|Musical,Backbeat (1993),comedy,964622786,3
347,4,Drama|Film-Noir|Romance,Bitter Moon (1992),funny,964538444,3
348,4,Comedy,Bullets Over Broadway (1994),James Franco,986848784,4
349,4,Action|Crime|Drama|Thriller,Clear and Present Danger (1994),Seth Rogen,964622758,5
350,4,Drama|Mystery|Thriller,"Client, The (1994)",comic book,986848920,1
351,4,Comedy|Drama|Romance,"Corrina, Corrina (1994)",Dr. Strange,945078571,5
352,4,Comedy|Drama,Crooklyn (1994),Great villain,945078428,3
353,4,Action|Crime|Fantasy|Thriller,"Crow, The (1994)",Guardians of the Galaxy,964622565,5
354,4,Drama,Cobb (1994),Marvel,945079259,2
355,4,Children|Comedy|Fantasy,"Flintstones, The (1994)",MCU,945079078,5
356,4,Comedy|Drama|Romance|War,Forrest Gump (1994),Robert Downey Jr.,945629040,1
357,4,Comedy|Romance,Four Weddings and a Funeral (1994),Thanos,964622684,5
358,4,Drama,Higher Learning (1995),Thor,945173513,2
359,4,Comedy|Drama|Romance,I Like It Like That (1994),Visually stunning,986848894,3
360,4,Action|Comedy,I Love Trouble (1994),characters,945079259,5
361,4,Comedy|Drama|Romance,It Could Happen to You (1994),Dialogue,964538468,5
362,4,Adventure|Children|Romance,"Jungle Book, The (1994)",humor,945173350,1
363,4,Documentary,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Kurt Russell,945079182,5
364,4,Adventure|Animation|Children|Drama|Musical|IMAX,"Lion King, The (1994)",Quentin Tarantino,964538500,5
365,4,Drama,Little Buddha (1993),Samuel L. Jackson,945629063,4
366,4,Drama|Horror|Mystery|Thriller,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",tension building,964622786,4
367,4,Action|Comedy|Crime|Fantasy,"Mask, The (1994)",violent,986934901,3
368,4,Adventure|Comedy|Western,Maverick (1994),Western,964623306,3
369,4,Drama,Mrs. Parker and the Vicious Circle (1994),dystopia,945078690,4
370,4,Action|Comedy,Naked Gun 33 1/3: The Final Insult (1994),Jennifer Lawrence,945078467,2
371,4,Comedy|Drama,"Paper, The (1994)",love story,986934915,1
372,4,Comedy|Drama|Romance,Reality Bites (1994),nonsense,986848828,2
373,4,Thriller,Red Rock West (1992),politics,945079259,5
374,4,Children|Comedy,Richie Rich (1994),rebellion,945174290,5
376,4,Action|Thriller,"River Wild, The (1994)",revolution,945079872,5
377,4,Action|Romance|Thriller,Speed (1994),Ben Kingsley,945079106,1
378,4,Comedy|Romance,Speechless (1994),ethics,945078636,5
379,4,Action|Sci-Fi|Thriller,Timecop (1994),immortality,964538832,1
380,4,Action|Adventure|Comedy|Romance|Thriller,True Lies (1994),ryan reynolds,945079301,2
381,4,Drama|Romance,When a Man Loves a Woman (1994),Bad story,945079670,4
382,4,Drama|Horror|Romance|Thriller,Wolf (1994),Bad writing,964539986,5
383,4,Western,Wyatt Earp (1994),Batman,986848609,3
384,4,Action|Crime|Drama,Bad Company (1995),Ben Affleck,945078587,2
385,4,Drama,"Man of No Importance, A (1994)",comic book,964540008,5
386,4,Drama,S.F.W. (1994),dc comics,945079906,3
387,4,Action|Comedy,"Low Down Dirty Shame, A (1994)",good soundtrack,986935230,4
388,4,Drama,Boys Life (1995),Harley Quinn,945078601,3
389,4,Drama|Romance|War,"Colonel Chabert, Le (1994)",Harley Quinn's ass,945079106,4
390,4,Action|Crime|Drama,Faster Pussycat! Kill! Kill! (1965),Horrible directing,964622714,4
391,4,Crime|Drama,Jason's Lyric (1994),Jared Leto,964623347,5
393,4,Action|Adventure|Fantasy,Street Fighter (1994),Joker,945079653,4
405,4,Action|Fantasy,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),lack of plot,945078446,4
406,4,Drama,Federal Hill (1994),Margot Robbie,945079837,4
407,4,Horror|Thriller,In the Mouth of Madness (1995),Poor story,945173902,5
408,4,Drama,8 Seconds (1994),poorly paced,945173989,5
409,4,Crime|Drama,Above the Rim (1994),superhero,945173902,5
410,4,Children|Comedy|Fantasy,Addams Family Values (1993),visually appealing,945079670,5
412,4,Drama,"Age of Innocence, The (1993)",Will Smith,945079521,5
413,4,Comedy,Airheads (1994),action,945173602,5
